t,x,y,z,roll,pitch,yaw,v
0.533333,-18.933702,-5.523922,0.203659,-0.043769,0.013760,-0.206041,0.563086
0.550000,-18.924616,-5.526304,0.204114,-0.046740,0.013066,-0.206759,0.563608
0.566667,-18.915970,-5.527372,0.203735,-0.046050,0.012854,-0.208496,0.522708
0.583333,-18.907309,-5.529598,0.204088,-0.049661,0.012230,-0.209978,0.536556
0.600000,-18.898834,-5.531012,0.203995,-0.049468,0.013606,-0.211287,0.515489
0.616667,-18.890516,-5.533282,0.204660,-0.052613,0.015592,-0.212935,0.517331
0.633333,-18.881931,-5.535542,0.205352,-0.055017,0.017666,-0.214300,0.532651
0.650000,-18.873510,-5.538324,0.206762,-0.059028,0.019855,-0.215684,0.532122
0.666667,-18.864874,-5.541587,0.208142,-0.065269,0.020695,-0.217162,0.553940
0.683333,-18.856262,-5.543234,0.207945,-0.065341,0.022623,-0.218977,0.526060
0.700000,-18.847513,-5.544619,0.207579,-0.064952,0.023399,-0.221330,0.531475
0.716667,-18.838217,-5.546620,0.207311,-0.065074,0.023489,-0.222204,0.570569
0.733333,-18.828798,-5.547914,0.205966,-0.061133,0.024493,-0.221924,0.570415
0.750000,-18.819220,-5.549795,0.205408,-0.059808,0.024456,-0.220803,0.585695
0.766667,-18.810284,-5.551324,0.205490,-0.059241,0.025521,-0.220913,0.543950
0.783333,-18.800602,-5.552200,0.204452,-0.056087,0.024995,-0.220607,0.583277
0.800000,-18.790831,-5.553388,0.203634,-0.053970,0.024108,-0.220448,0.590597
0.816667,-18.781181,-5.554764,0.203104,-0.052169,0.023466,-0.219976,0.584811
0.833333,-18.772150,-5.556123,0.203206,-0.052330,0.022894,-0.220354,0.547978
0.850000,-18.763258,-5.556539,0.202489,-0.049410,0.022146,-0.221759,0.534108
0.866667,-18.753717,-5.557531,0.201534,-0.047284,0.020438,-0.221690,0.575521
0.883333,-18.744606,-5.558929,0.201600,-0.047504,0.019117,-0.222050,0.553083
0.900000,-18.735741,-5.559859,0.201224,-0.045851,0.018441,-0.222767,0.534836
0.916667,-18.727146,-5.561685,0.201730,-0.048391,0.017657,-0.223456,0.527185
0.933333,-18.718292,-5.563108,0.201892,-0.050163,0.016423,-0.224141,0.538051
0.950000,-18.710215,-5.563623,0.201206,-0.049664,0.015551,-0.227717,0.485643
0.966667,-18.701786,-5.564619,0.201234,-0.050380,0.015745,-0.228687,0.509231
0.983333,-18.693798,-5.565059,0.201136,-0.050086,0.016445,-0.231650,0.480006
1.000000,-18.685844,-5.565873,0.201396,-0.051058,0.017409,-0.233939,0.479708
1.016667,-18.677752,-5.566797,0.201388,-0.052525,0.017573,-0.236399,0.488728
1.033333,-18.669302,-5.567630,0.200836,-0.051867,0.018265,-0.238010,0.509431
1.050000,-18.660170,-5.567829,0.199877,-0.049162,0.017619,-0.239059,0.548074
1.066667,-18.651091,-5.569126,0.199947,-0.050200,0.017825,-0.239590,0.550269
1.083333,-18.642469,-5.568991,0.199311,-0.047552,0.017834,-0.241766,0.517337
1.100000,-18.633909,-5.570340,0.199648,-0.050583,0.017285,-0.243276,0.519954
1.116667,-18.625732,-5.570342,0.199304,-0.049969,0.017807,-0.246350,0.490608
1.133333,-18.617085,-5.571157,0.199081,-0.050152,0.017584,-0.248032,0.521174
1.150000,-18.608612,-5.571645,0.198993,-0.050099,0.016417,-0.251767,0.509190
1.166667,-18.600342,-5.572731,0.199172,-0.049616,0.016491,-0.253990,0.500474
1.183333,-18.591602,-5.574956,0.199510,-0.052016,0.014502,-0.255503,0.541094
1.200000,-18.582832,-5.577107,0.199631,-0.052399,0.013930,-0.255730,0.541802
1.216667,-18.573778,-5.578842,0.199094,-0.051300,0.012181,-0.256087,0.553132
1.233333,-18.565378,-5.580886,0.199238,-0.052199,0.011354,-0.257247,0.518707
1.250000,-18.556732,-5.583065,0.199571,-0.052718,0.010850,-0.256909,0.534970
1.266667,-18.548077,-5.585135,0.199416,-0.052323,0.010196,-0.257176,0.533977
1.283333,-18.539295,-5.588590,0.200307,-0.056623,0.008258,-0.257394,0.566214
1.300000,-18.530405,-5.590072,0.199606,-0.053517,0.007406,-0.257125,0.540765
1.316667,-18.522352,-5.591882,0.199528,-0.052725,0.006867,-0.258239,0.495231
1.333333,-18.513319,-5.593618,0.198763,-0.050880,0.005373,-0.258082,0.551912
1.350000,-18.504787,-5.595036,0.198271,-0.048255,0.005750,-0.258731,0.518908
1.366667,-18.496414,-5.597741,0.198421,-0.050382,0.005172,-0.259896,0.527971
1.383333,-18.487766,-5.600459,0.198974,-0.052973,0.005321,-0.259273,0.543899
1.400000,-18.479156,-5.603301,0.199416,-0.055338,0.004735,-0.258742,0.544001
1.416667,-18.470306,-5.605519,0.199172,-0.055307,0.004736,-0.258054,0.547432
1.433333,-18.461477,-5.607862,0.199303,-0.055997,0.004521,-0.258573,0.548085
1.450000,-18.452112,-5.610433,0.198929,-0.055158,0.003700,-0.257796,0.582681
1.466667,-18.442677,-5.613792,0.198933,-0.057004,0.001662,-0.257445,0.600949
1.483333,-18.433582,-5.617589,0.199779,-0.060369,0.000982,-0.255772,0.591305
1.500000,-18.424236,-5.620575,0.199226,-0.059474,0.000121,-0.254569,0.588693
1.516667,-18.413870,-5.623508,0.197962,-0.056903,-0.002255,-0.251463,0.646395
1.533333,-18.404213,-5.626467,0.197426,-0.055361,-0.003127,-0.249266,0.606009
1.550000,-18.394615,-5.630467,0.197861,-0.057593,-0.004770,-0.246892,0.623870
1.566667,-18.384918,-5.633472,0.197251,-0.056437,-0.006509,-0.245056,0.609114
1.583333,-18.375879,-5.636358,0.197285,-0.055872,-0.006483,-0.243521,0.569314
1.600000,-18.366795,-5.639042,0.197166,-0.054481,-0.005925,-0.242122,0.568367
1.616667,-18.357731,-5.642481,0.197676,-0.054625,-0.005249,-0.239376,0.581652
1.633333,-18.348516,-5.645967,0.198140,-0.055215,-0.004940,-0.236899,0.591110
1.650000,-18.338247,-5.649794,0.197577,-0.055854,-0.007056,-0.233568,0.657547
1.666667,-18.328754,-5.652865,0.197321,-0.055730,-0.007909,-0.231743,0.598632
1.683333,-18.319521,-5.655518,0.196915,-0.054510,-0.007517,-0.230160,0.576417
1.700000,-18.310696,-5.658065,0.197138,-0.055017,-0.007530,-0.229351,0.551142
1.716667,-18.301413,-5.660602,0.197128,-0.055451,-0.008593,-0.228724,0.577406
1.733333,-18.291954,-5.663218,0.197272,-0.055731,-0.009777,-0.227626,0.588825
1.750000,-18.282560,-5.665430,0.197165,-0.055910,-0.011033,-0.226714,0.579031
1.766667,-18.273712,-5.667276,0.196538,-0.054164,-0.011827,-0.226668,0.542326
1.783333,-18.265017,-5.669431,0.196447,-0.053028,-0.010923,-0.226164,0.537517
1.800000,-18.255487,-5.672104,0.195704,-0.052061,-0.011959,-0.225146,0.593810
1.816667,-18.246422,-5.675390,0.196455,-0.054036,-0.011174,-0.223734,0.578575
1.833333,-18.236423,-5.677575,0.195357,-0.051569,-0.012370,-0.222322,0.614050
1.850000,-18.227345,-5.680104,0.195319,-0.050499,-0.011858,-0.220990,0.565480
1.866667,-18.217970,-5.682638,0.195340,-0.050159,-0.012319,-0.219963,0.582662
1.883333,-18.208235,-5.685684,0.194585,-0.049843,-0.014558,-0.218079,0.612031
1.900000,-18.199081,-5.688964,0.194827,-0.050798,-0.015402,-0.216132,0.583411
1.916667,-18.190325,-5.692636,0.195901,-0.053867,-0.015908,-0.214318,0.569704
1.933333,-18.182379,-5.697484,0.198637,-0.063321,-0.016106,-0.213780,0.558521
1.950000,-18.174278,-5.702033,0.200947,-0.071868,-0.015834,-0.213253,0.557411
1.966667,-18.166016,-5.706630,0.203490,-0.081685,-0.015613,-0.212444,0.567326
1.983333,-18.156620,-5.709616,0.203423,-0.084297,-0.016757,-0.210905,0.591511
2.000000,-18.147675,-5.712038,0.204020,-0.086477,-0.016664,-0.210523,0.556058
2.016667,-18.138941,-5.713382,0.204062,-0.086243,-0.016393,-0.210595,0.530195
2.033333,-18.130089,-5.714459,0.203626,-0.084782,-0.016237,-0.211247,0.535038
2.050000,-18.121925,-5.715556,0.203666,-0.084421,-0.014761,-0.212689,0.494204
2.066667,-18.113674,-5.716696,0.204154,-0.084766,-0.013016,-0.214103,0.499775
2.083333,-18.105165,-5.718012,0.204546,-0.085235,-0.011782,-0.215654,0.516596
2.100000,-18.097122,-5.719204,0.205521,-0.086573,-0.009698,-0.217283,0.487865
2.116667,-18.088900,-5.719790,0.205410,-0.086117,-0.009100,-0.219941,0.494606
2.133333,-18.080111,-5.720323,0.204205,-0.083648,-0.009014,-0.221616,0.528311
2.150000,-18.071871,-5.721219,0.204013,-0.083021,-0.008100,-0.223929,0.497302
2.166667,-18.063560,-5.722013,0.203746,-0.081774,-0.007236,-0.226294,0.500889
2.183333,-18.055336,-5.723591,0.204310,-0.083005,-0.006332,-0.228054,0.502474
2.200000,-18.047176,-5.725967,0.205661,-0.087566,-0.006474,-0.229396,0.509905
2.216667,-18.038736,-5.727238,0.205408,-0.086398,-0.006860,-0.230183,0.512109
2.233333,-18.030319,-5.728889,0.205242,-0.085718,-0.006213,-0.230212,0.514655
2.250000,-18.021677,-5.732275,0.206734,-0.092107,-0.007111,-0.230333,0.556911
2.266667,-18.013006,-5.734056,0.206706,-0.092859,-0.006921,-0.230929,0.531115
2.283333,-18.005087,-5.736287,0.207531,-0.096760,-0.006162,-0.232817,0.493640
2.300000,-17.996990,-5.738230,0.208225,-0.099416,-0.005028,-0.234562,0.499596
2.316667,-17.988884,-5.739901,0.208649,-0.099648,-0.004267,-0.235992,0.496604
2.333333,-17.980402,-5.742116,0.209173,-0.100355,-0.004270,-0.236784,0.525984
2.350000,-17.971846,-5.744144,0.209293,-0.099457,-0.004532,-0.237230,0.527605
2.366667,-17.963198,-5.746533,0.209714,-0.099276,-0.003825,-0.236460,0.538309
2.383333,-17.954515,-5.749762,0.210865,-0.102188,-0.003377,-0.235727,0.555788
2.400000,-17.946096,-5.752502,0.211690,-0.104058,-0.002978,-0.235244,0.531237
2.416667,-17.937775,-5.754692,0.211976,-0.103399,-0.001548,-0.235102,0.516293
2.433333,-17.929873,-5.757318,0.213077,-0.105259,-0.000117,-0.235196,0.499622
2.450000,-17.921566,-5.759529,0.213935,-0.105644,0.000845,-0.234863,0.515745
2.466667,-17.914066,-5.761145,0.215657,-0.108221,0.002907,-0.236515,0.460315
2.483333,-17.906282,-5.761747,0.216010,-0.109597,0.002464,-0.240147,0.468429
2.500000,-17.898664,-5.761812,0.215939,-0.109167,0.002481,-0.243991,0.457093
2.516667,-17.891001,-5.761118,0.214750,-0.105886,0.001900,-0.249143,0.461704
2.533333,-17.883564,-5.761026,0.214057,-0.103636,0.001806,-0.254311,0.446239
2.550000,-17.875708,-5.760810,0.212870,-0.099406,0.000678,-0.258263,0.471560
2.566667,-17.868399,-5.762114,0.213288,-0.100729,-0.000238,-0.261815,0.445454
2.583333,-17.860502,-5.761811,0.211994,-0.095591,-0.000746,-0.264912,0.474132
2.600000,-17.852743,-5.762339,0.211759,-0.093735,-0.000273,-0.267526,0.466622
2.616667,-17.845139,-5.762618,0.211296,-0.091671,-0.000366,-0.270869,0.456583
2.633333,-17.837046,-5.763054,0.210872,-0.088459,-0.000385,-0.272566,0.486278
2.650000,-17.828648,-5.764713,0.210982,-0.088032,-0.001042,-0.273527,0.513615
2.666667,-17.820646,-5.767609,0.212132,-0.092606,-0.001902,-0.275068,0.510554
2.683333,-17.813034,-5.769771,0.212850,-0.094586,-0.001861,-0.277018,0.474797
2.700000,-17.804783,-5.772491,0.213281,-0.098424,-0.003312,-0.278320,0.521275
2.716667,-17.796272,-5.773844,0.212635,-0.096405,-0.003893,-0.279923,0.517051
2.733333,-17.787163,-5.776316,0.212714,-0.097630,-0.006230,-0.279472,0.566336
2.750000,-17.778046,-5.778210,0.212201,-0.096244,-0.007633,-0.279056,0.558713
2.766667,-17.768980,-5.780607,0.212348,-0.096649,-0.009067,-0.278763,0.562631
2.783333,-17.760334,-5.782641,0.212463,-0.097008,-0.010150,-0.279031,0.532925
2.800000,-17.751465,-5.783993,0.211645,-0.094694,-0.010782,-0.279399,0.538292
2.816667,-17.741926,-5.784647,0.209972,-0.089244,-0.012416,-0.279869,0.573666
2.833333,-17.733070,-5.786254,0.209341,-0.087888,-0.013187,-0.280737,0.540021
2.850000,-17.724226,-5.787375,0.208704,-0.083989,-0.012645,-0.281097,0.534912
2.866667,-17.715208,-5.790501,0.209322,-0.087514,-0.014441,-0.281255,0.572647
2.883333,-17.706680,-5.792508,0.209608,-0.086889,-0.014790,-0.281665,0.525651
2.900000,-17.697868,-5.794224,0.208925,-0.084311,-0.015678,-0.282343,0.538645
2.916667,-17.688721,-5.796505,0.208539,-0.082675,-0.017178,-0.282011,0.565667
2.933333,-17.679714,-5.799404,0.208234,-0.082703,-0.019028,-0.281454,0.567697
2.950000,-17.670866,-5.802812,0.208880,-0.085204,-0.020908,-0.281132,0.568898
2.966667,-17.661795,-5.805227,0.208567,-0.085169,-0.023263,-0.280852,0.563241
2.983333,-17.653500,-5.807111,0.208457,-0.084431,-0.024139,-0.281563,0.510379
3.000000,-17.644508,-5.807879,0.206311,-0.078639,-0.026352,-0.282830,0.541442
3.016667,-17.635721,-5.809503,0.205053,-0.075157,-0.028037,-0.283301,0.536154
3.033333,-17.627167,-5.813749,0.205775,-0.078864,-0.030362,-0.281859,0.573021
3.050000,-17.617924,-5.816945,0.205224,-0.078009,-0.032101,-0.279587,0.586784
3.066667,-17.608902,-5.820603,0.205473,-0.078998,-0.033407,-0.277149,0.584126
3.083333,-17.599390,-5.822808,0.204250,-0.076285,-0.036145,-0.275934,0.585849
3.100000,-17.590628,-5.825734,0.204643,-0.077094,-0.037620,-0.274816,0.554268
3.116667,-17.582373,-5.829073,0.205615,-0.079954,-0.038295,-0.273831,0.534290
3.133333,-17.573469,-5.831772,0.204989,-0.078546,-0.038918,-0.272196,0.558223
3.150000,-17.564274,-5.835167,0.204774,-0.079449,-0.040361,-0.270725,0.588124
3.166667,-17.555014,-5.838444,0.204522,-0.080203,-0.041522,-0.268977,0.589362
3.183333,-17.546146,-5.842702,0.206060,-0.085493,-0.042438,-0.267538,0.590213
3.200000,-17.537107,-5.845640,0.206111,-0.085527,-0.043654,-0.267178,0.570253
3.216667,-17.529020,-5.848337,0.206932,-0.086542,-0.043561,-0.267561,0.511510
3.233333,-17.520586,-5.850638,0.207235,-0.085561,-0.043539,-0.267052,0.524556
3.250000,-17.512001,-5.853358,0.207885,-0.085831,-0.043100,-0.265854,0.540332
3.266667,-17.503473,-5.854966,0.207547,-0.083034,-0.043213,-0.265828,0.520676
3.283333,-17.495016,-5.856831,0.207568,-0.081764,-0.043003,-0.265483,0.519628
3.300000,-17.486210,-5.859080,0.207750,-0.081533,-0.043490,-0.264945,0.545336
3.316667,-17.478046,-5.861900,0.209134,-0.085673,-0.043867,-0.265606,0.518208
3.333333,-17.469398,-5.863045,0.208501,-0.081613,-0.044247,-0.265599,0.523402
3.350000,-17.461178,-5.864138,0.207792,-0.077574,-0.043672,-0.266328,0.497576
3.366667,-17.451994,-5.864706,0.205359,-0.068604,-0.044029,-0.266004,0.552086
3.383333,-17.443743,-5.866931,0.205424,-0.065971,-0.042706,-0.265084,0.512769
3.400000,-17.435154,-5.869727,0.205495,-0.064721,-0.042374,-0.264147,0.541932
3.416667,-17.426729,-5.872872,0.206130,-0.065519,-0.042537,-0.263407,0.539573
3.433333,-17.418520,-5.875390,0.206343,-0.064546,-0.043535,-0.260652,0.515190
3.450000,-17.414347,-5.874297,0.206193,-0.063890,-0.044702,-0.256971,0.258841
3.466667,-17.411919,-5.871689,0.205650,-0.063046,-0.044006,-0.256826,0.213769
3.483333,-17.410860,-5.867163,0.204235,-0.059504,-0.043957,-0.262509,0.278897
3.500000,-17.410170,-5.862187,0.202792,-0.056959,-0.044196,-0.269545,0.301408
3.516667,-17.409962,-5.857462,0.202341,-0.055504,-0.044259,-0.277348,0.283802
3.533333,-17.410046,-5.852971,0.202358,-0.056011,-0.044870,-0.286069,0.269498
3.550000,-17.409569,-5.847912,0.201626,-0.054639,-0.045475,-0.294844,0.304871
3.566667,-17.409828,-5.845318,0.202823,-0.057655,-0.045926,-0.301542,0.156444
3.583333,-17.409370,-5.840631,0.201943,-0.056514,-0.046644,-0.309685,0.282548
3.600000,-17.408888,-5.835986,0.201199,-0.055650,-0.047537,-0.318113,0.280221
3.616667,-17.408184,-5.831266,0.200601,-0.055291,-0.048616,-0.326814,0.286315
3.633333,-17.407612,-5.826128,0.199832,-0.054750,-0.050201,-0.336688,0.310210
3.650000,-17.407192,-5.821259,0.199713,-0.055658,-0.052657,-0.347655,0.293222
3.666667,-17.407207,-5.815790,0.199849,-0.057382,-0.054611,-0.360286,0.328103
3.683333,-17.407803,-5.809692,0.200096,-0.060298,-0.056103,-0.376476,0.367634
3.700000,-17.408207,-5.802168,0.199590,-0.060930,-0.057794,-0.393831,0.452092
3.716667,-17.408806,-5.793847,0.199196,-0.061020,-0.058873,-0.412846,0.500540
3.733333,-17.409376,-5.785282,0.198826,-0.062120,-0.060246,-0.433161,0.515063
3.750000,-17.410059,-5.776206,0.198338,-0.063146,-0.061434,-0.454939,0.546049
3.766667,-17.409573,-5.766811,0.197615,-0.061963,-0.062540,-0.475673,0.564462
3.783333,-17.408735,-5.757648,0.197122,-0.061817,-0.063865,-0.496365,0.552065
3.800000,-17.408054,-5.748258,0.197044,-0.062695,-0.064795,-0.518249,0.564901
3.816667,-17.407255,-5.738603,0.197245,-0.064149,-0.065618,-0.541157,0.581310
3.833333,-17.405649,-5.729201,0.197275,-0.064885,-0.066830,-0.563141,0.572279
3.850000,-17.404909,-5.719434,0.197494,-0.065614,-0.068016,-0.587370,0.587703
3.866667,-17.403776,-5.711381,0.198400,-0.071678,-0.070922,-0.610535,0.487928
3.883333,-17.401934,-5.702826,0.198405,-0.074388,-0.073540,-0.633577,0.525038
3.900000,-17.399300,-5.694238,0.198062,-0.075113,-0.075936,-0.655651,0.539018
3.916667,-17.396576,-5.687000,0.198414,-0.078251,-0.078362,-0.675833,0.463979
3.933333,-17.393480,-5.678423,0.197703,-0.076740,-0.079864,-0.696405,0.547132
3.950000,-17.390215,-5.670311,0.197120,-0.076423,-0.082648,-0.717742,0.524644
3.966667,-17.386448,-5.662890,0.196735,-0.076210,-0.085402,-0.738073,0.499342
3.983333,-17.383490,-5.654085,0.196634,-0.076505,-0.086644,-0.759621,0.557336
4.000000,-17.379086,-5.645853,0.195561,-0.073996,-0.088665,-0.779828,0.560194
4.016667,-17.374920,-5.637159,0.194904,-0.070341,-0.088747,-0.801205,0.578385
4.033333,-17.370365,-5.628537,0.193742,-0.065370,-0.088772,-0.822858,0.585077
4.050000,-17.356440,-5.630066,0.194601,-0.059973,-0.106373,-0.819222,0.840556
4.066667,-17.344967,-5.629786,0.195137,-0.054957,-0.117804,-0.815405,0.688567
4.083333,-17.335531,-5.627561,0.194756,-0.050902,-0.124401,-0.813285,0.581679
4.100000,-17.328638,-5.623905,0.194531,-0.051116,-0.126757,-0.813717,0.468159
4.116667,-17.324118,-5.617671,0.194386,-0.053443,-0.123730,-0.817607,0.462035
4.133333,-17.320345,-5.608149,0.192774,-0.052210,-0.116147,-0.824341,0.614528
4.150000,-17.317068,-5.595941,0.189490,-0.046899,-0.104432,-0.832722,0.758379
4.166667,-17.316187,-5.583037,0.186943,-0.044225,-0.087895,-0.840625,0.776053
4.183333,-17.313950,-5.571630,0.185098,-0.040313,-0.081988,-0.855140,0.697426
4.200000,-17.312778,-5.561548,0.183987,-0.038340,-0.081667,-0.875173,0.609002
4.216667,-17.310181,-5.552249,0.182191,-0.034237,-0.083249,-0.894461,0.579319
4.233333,-17.307850,-5.543569,0.180986,-0.032680,-0.085000,-0.913692,0.539269
4.250000,-17.305939,-5.534182,0.180282,-0.031046,-0.087012,-0.939117,0.574748
4.266667,-17.302593,-5.526281,0.178802,-0.027917,-0.089538,-0.960329,0.514817
4.283333,-17.299355,-5.518480,0.177715,-0.024187,-0.090517,-0.982288,0.506798
4.300000,-17.296698,-5.513157,0.177737,-0.024859,-0.091317,-0.999558,0.356952
4.316667,-17.292442,-5.508616,0.176940,-0.022286,-0.092184,-1.014780,0.373388
4.333333,-17.288410,-5.505137,0.176803,-0.022691,-0.093423,-1.029650,0.319515
4.350000,-17.283855,-5.502045,0.176565,-0.022236,-0.094166,-1.043499,0.330316
4.366667,-17.279047,-5.499093,0.176315,-0.021640,-0.095181,-1.058814,0.338555
4.383333,-17.273540,-5.496656,0.176006,-0.020606,-0.096232,-1.073694,0.361292
4.400000,-17.267929,-5.494514,0.175684,-0.020000,-0.097224,-1.088756,0.360380
4.416667,-17.262627,-5.492608,0.175639,-0.019927,-0.097838,-1.103446,0.338074
4.433333,-17.257801,-5.488226,0.175111,-0.019428,-0.099383,-1.120345,0.391084
4.450000,-17.252962,-5.482743,0.174635,-0.018534,-0.100395,-1.136494,0.438803
4.466667,-17.247570,-5.477713,0.173889,-0.017001,-0.101246,-1.149661,0.442444
4.483333,-17.242611,-5.472178,0.173529,-0.015876,-0.101636,-1.165514,0.445860
4.500000,-17.237194,-5.466725,0.172693,-0.012841,-0.102123,-1.181007,0.461197
4.516667,-17.232729,-5.461614,0.172581,-0.013108,-0.102814,-1.196680,0.407213
4.533333,-17.228296,-5.456590,0.172811,-0.013369,-0.102793,-1.211413,0.401995
4.550000,-17.223482,-5.451096,0.172848,-0.013554,-0.102999,-1.227987,0.438293
4.566667,-17.218571,-5.445200,0.172958,-0.012841,-0.102774,-1.246159,0.460401
4.583333,-17.213531,-5.439353,0.173018,-0.012707,-0.102637,-1.263868,0.463110
4.600000,-17.208471,-5.433817,0.173067,-0.012078,-0.102247,-1.280970,0.450015
4.616667,-17.204020,-5.430294,0.173461,-0.014201,-0.104137,-1.293314,0.340658
4.633333,-17.199141,-5.424791,0.173809,-0.014965,-0.103326,-1.309918,0.441252
4.650000,-17.193705,-5.418279,0.173767,-0.014485,-0.101880,-1.329426,0.508968
4.666667,-17.188820,-5.412626,0.174360,-0.015934,-0.100989,-1.346683,0.448238
4.683333,-17.183264,-5.407409,0.174271,-0.014805,-0.100317,-1.362997,0.457294
4.700000,-17.177820,-5.402358,0.174024,-0.012646,-0.099559,-1.378140,0.445564
4.716667,-17.173758,-5.398077,0.174535,-0.013960,-0.098468,-1.390352,0.354094
4.733333,-17.168722,-5.393252,0.174255,-0.011391,-0.097409,-1.406790,0.418441
4.750000,-17.163658,-5.388808,0.173705,-0.008500,-0.096644,-1.420200,0.404252
4.766667,-17.158611,-5.385061,0.173162,-0.005457,-0.095826,-1.431834,0.377144
4.783333,-17.154142,-5.381217,0.172909,-0.003756,-0.094912,-1.443973,0.353693
4.800000,-17.149805,-5.377886,0.172753,-0.003511,-0.095083,-1.456046,0.328135
4.816667,-17.145069,-5.374190,0.172356,-0.002168,-0.094461,-1.468078,0.360446
4.833333,-17.140163,-5.370179,0.172123,-0.000851,-0.093889,-1.482051,0.380209
4.850000,-17.135500,-5.366635,0.171987,-0.000460,-0.093709,-1.494535,0.351415
4.866667,-17.130713,-5.363240,0.171643,0.000704,-0.093219,-1.506422,0.352145
4.883333,-17.125988,-5.359410,0.171719,0.001714,-0.092329,-1.519877,0.364932
4.900000,-17.120687,-5.357220,0.170687,0.006075,-0.093267,-1.529060,0.344099
4.916667,-17.115084,-5.353775,0.169955,0.009873,-0.092836,-1.541877,0.394687
4.933333,-17.108938,-5.349581,0.169003,0.013734,-0.090903,-1.555884,0.446404
4.950000,-17.102232,-5.345608,0.167537,0.020841,-0.089624,-1.569922,0.467701
4.966667,-17.096823,-5.342580,0.166831,0.023353,-0.089525,-1.582446,0.371943
4.983333,-17.091667,-5.339389,0.166255,0.025366,-0.089279,-1.595155,0.363776
5.000000,-17.086212,-5.337143,0.165422,0.028256,-0.089044,-1.604681,0.353956
5.016667,-17.082216,-5.335360,0.165571,0.028093,-0.088797,-1.612152,0.262548
5.033333,-17.078260,-5.334080,0.165229,0.029492,-0.089050,-1.618255,0.249472
5.050000,-17.075548,-5.332878,0.165394,0.028958,-0.088614,-1.622887,0.177991
5.066667,-17.073160,-5.332216,0.165343,0.029213,-0.088541,-1.625970,0.148681
5.083333,-17.071611,-5.331289,0.165601,0.028365,-0.087934,-1.628938,0.108299
5.100000,-17.069906,-5.330611,0.165387,0.029106,-0.087724,-1.631837,0.110113
5.116667,-17.068911,-5.330123,0.165627,0.028472,-0.087656,-1.633992,0.066523
5.133333,-17.067825,-5.329660,0.165467,0.028931,-0.087423,-1.635835,0.070795
5.150000,-17.066874,-5.328866,0.165541,0.028729,-0.087383,-1.639092,0.074366
5.166667,-17.066011,-5.328701,0.165286,0.029602,-0.087485,-1.640291,0.052671
5.183333,-17.065685,-5.328220,0.165349,0.029424,-0.087266,-1.641914,0.034852
